url_length,digit_count,special_char_count,has_ip,subdomain_count,has_https,suspicious_tld,domain_age_days,keyword_density,has_password_input,url_entropy,brand_misuse,path_depth,redirect_count,label
72,6,14,0,1,0,0,0,0,0,4.567,0,3,0,1
33,0,5,0,1,1,0,0,0,0,3.991,0,0,0,1
40,0,7,0,1,0,0,0,0,0,4.096,0,2,0,1
61,1,11,0,3,0,0,0,0,0,4.189,0,1,0,1
51,0,8,0,1,0,0,0,0,0,3.934,0,2,0,1
44,0,8,0,0,1,0,0,0,0,4.368,0,1,0,1
259,31,8,0,1,0,0,0,0,0,5.58,0,2,0,1
57,0,10,0,1,0,0,0,0,0,4.258,0,4,0,1
31,0,6,0,1,1,0,0,0,0,4.042,0,0,0,1
47,0,9,0,1,0,0,0,0,0,4.291,1,3,0,1
93,0,17,0,1,0,0,0,0,0,4.517,0,3,0,1
49,0,8,0,1,0,0,0,0,0,4.092,0,2,0,1
22,0,6,0,1,1,0,0,0,0,3.754,0,0,0,1
45,0,7,0,1,1,0,0,0,0,4.225,0,2,0,1
105,10,14,0,1,1,0,0,0,0,5.243,0,4,0,1
109,7,12,0,1,1,0,0,0,0,5.142,0,1,0,1
40,0,5,0,1,0,0,0,0,0,4.165,0,0,0,1
24,5,5,0,0,0,0,0,0,0,4.022,0,1,0,1
37,0,8,0,1,0,0,0,0,0,3.784,0,2,0,1
152,0,26,0,1,1,0,0,0,0,4.418,0,1,0,1
124,22,19,0,4,1,0,0,0,0,4.811,1,2,0,1
35,4,6,0,1,0,0,0,0,0,4.207,0,1,0,1
126,24,18,0,3,0,0,0,0,0,4.782,1,2,0,1
51,7,10,0,1,0,0,0,0,0,4.305,0,3,0,1
126,47,15,0,1,0,0,0,0,0,4.876,0,1,0,1
49,0,7,0,1,0,0,0,0,0,4.042,0,1,0,1
46,0,8,0,1,1,0,0,0,0,4.292,0,1,0,1
31,0,6,0,1,1,0,0,0,0,4.018,0,1,0,1
45,0,9,0,1,0,0,0,0,0,4.295,0,2,0,1
36,0,6,0,1,1,0,0,0,0,3.968,0,0,0,1
56,5,9,0,1,0,0,0,0,0,4.454,0,2,0,1
54,2,8,0,1,0,0,0,0,0,4.343,0,2,0,1
76,9,10,0,3,0,0,0,0,0,4.478,1,2,0,1
29,0,6,0,1,1,0,0,0,0,3.926,0,0,0,1
70,4,11,0,1,1,0,0,0,0,4.927,1,4,0,1
22,11,7,1,2,0,0,0,0,0,3.538,0,0,0,1
46,0,6,0,1,0,0,0,0,0,4.074,0,0,0,1
53,0,10,0,1,0,0,0,0,0,4.072,0,1,0,1
105,1,16,0,1,0,0,0,0,0,4.245,0,8,0,1
64,13,11,0,1,1,0,0,0,0,4.653,0,3,0,1
29,0,6,0,1,1,0,0,0,0,3.926,0,0,0,1
47,0,8,0,1,0,0,0,0,0,4.188,0,2,0,1
126,39,15,0,1,0,0,0,0,0,4.735,0,1,0,1
37,0,6,0,1,1,0,0,0,0,3.965,0,0,0,1
42,0,8,0,1,1,0,0,0,0,4.044,0,3,0,1
15,0,4,0,0,0,0,0,0,0,3.457,0,0,0,1
44,7,8,0,1,0,0,0,0,0,4.482,0,2,0,1
71,0,12,0,1,0,0,0,0,0,4.364,0,2,0,1
72,2,10,0,0,1,0,0,0,0,4.804,0,3,0,1
48,0,8,0,1,1,0,0,0,0,4.104,0,2,0,1
29,2,6,0,1,0,0,0,0,0,4.28,0,0,0,1
71,15,10,0,1,1,0,0,0,0,4.539,0,3,0,1
32,1,6,0,1,0,0,0,0,0,4.093,0,0,0,1
59,23,7,0,1,0,0,0,0,0,4.719,0,1,0,1
55,0,7,0,1,0,0,0,0,0,4.274,0,1,0,1
26,0,6,0,1,1,0,0,0,0,4.027,0,0,0,1
32,0,8,0,1,0,0,0,0,0,3.793,0,2,0,1
34,0,6,0,1,0,0,0,0,0,4.021,0,0,0,1
115,18,20,0,1,0,0,0,0,0,4.584,0,3,0,1
33,5,6,0,1,1,0,0,0,0,4.43,0,1,0,1
74,5,12,0,1,0,0,0,0,0,4.43,0,2,0,1
77,14,7,0,0,0,0,0,0,0,4.537,0,3,0,1
18,0,4,0,0,0,0,0,0,0,3.684,0,0,0,1
62,3,9,0,1,0,0,0,0,0,4.242,0,3,0,1
56,0,10,0,1,0,0,0,0,0,4.349,0,1,0,1
53,9,11,0,3,1,0,0,0,0,4.187,0,0,0,1
27,0,5,0,0,0,0,0,0,0,3.958,0,1,0,1
84,4,14,0,7,0,0,0,0,0,4.389,1,2,0,1
56,0,10,0,0,0,0,0,0,0,4.182,0,4,0,1
552,198,68,0,1,1,0,0,0,0,5.116,1,3,0,1
110,6,23,0,1,1,0,0,0,0,4.355,0,3,0,1
102,16,12,0,0,0,0,0,0,0,4.453,0,7,0,1
32,0,6,0,1,0,0,0,0,0,4.031,0,0,0,1
99,10,17,0,2,1,0,0,0,0,4.511,0,3,0,1
19,0,6,0,1,1,0,0,0,0,3.287,0,0,0,1
34,3,8,0,0,0,0,0,0,0,4.124,0,1,0,1
103,7,17,0,1,0,0,0,0,0,4.642,0,3,0,1
45,6,10,0,0,0,0,0,0,0,4.4,0,1,0,1
31,1,5,0,1,0,0,0,0,0,3.91,0,0,0,1
24,0,6,0,1,1,0,0,0,0,3.574,0,0,0,1
76,7,12,0,1,1,0,0,0,0,4.473,0,3,0,1
393,16,90,1,2,0,0,0,0,0,4.67,1,2,0,1
45,0,7,0,0,0,0,0,0,0,3.764,0,1,0,1
36,0,7,0,1,0,0,0,0,0,4.03,0,0,0,1
409,83,28,0,2,0,0,0,0,0,5.844,0,2,0,1
76,11,14,0,6,0,0,0,0,0,4.544,1,0,0,1
24,0,5,0,1,0,0,0,0,0,3.72,0,0,0,1
49,0,10,0,1,0,0,0,0,0,3.876,0,5,0,1
40,5,10,0,2,0,0,0,0,0,4.144,0,3,0,1
29,0,6,0,1,1,0,0,0,0,3.857,0,0,0,1
22,0,5,0,1,0,0,0,0,0,3.698,0,0,0,1
34,0,6,0,0,1,0,0,0,0,3.643,0,1,0,1
121,17,16,0,1,1,0,0,0,0,5.015,1,1,0,1
64,0,11,0,1,0,0,0,0,0,4.406,0,4,0,1
38,0,6,0,1,1,0,0,0,0,4.043,0,0,0,1
25,4,6,0,0,1,0,0,0,0,3.943,0,0,0,1
50,0,8,0,0,0,0,0,0,0,4.147,0,2,0,1
89,0,15,0,1,0,0,0,0,0,4.345,0,8,0,1
58,0,8,0,1,0,0,0,0,0,4.109,0,2,0,1
29,0,5,0,1,0,0,0,0,0,3.88,0,0,0,1
30,0,7,0,1,1,0,0,0,0,3.873,0,0,0,1
71,7,12,0,1,0,0,0,0,0,4.28,0,4,0,1
44,0,6,0,1,1,0,0,0,0,4.252,0,0,0,1
58,0,10,0,1,0,0,0,0,0,4.121,0,1,0,1
56,0,6,0,1,1,0,0,0,0,4.153,0,0,0,1
42,0,8,0,1,0,0,0,0,0,3.928,0,0,0,1
36,1,8,0,2,0,0,0,0,0,4.329,0,2,0,1
38,0,6,0,1,0,0,0,0,0,3.866,0,0,0,1
33,8,6,0,1,1,0,0,0,0,3.862,0,0,0,1
35,0,6,0,1,0,0,0,0,0,4.028,0,0,0,1
47,0,7,0,1,1,0,0,0,0,4.015,0,0,0,1
26,0,6,0,1,1,0,0,0,0,3.844,0,0,0,1
29,1,6,0,1,0,0,0,0,0,4.142,0,1,0,1
32,0,6,0,1,1,0,0,0,0,3.89,0,0,0,1
67,2,14,0,0,0,0,0,0,0,4.181,0,2,0,1
27,0,6,0,1,1,0,0,0,0,3.838,0,0,0,1
106,5,17,0,1,0,0,0,0,0,4.77,1,9,0,1
70,2,12,0,0,0,0,0,0,0,4.132,0,3,0,1
163,20,21,0,0,1,0,0,0,0,5.487,0,5,0,1
31,0,6,0,1,1,0,0,0,0,4.147,0,0,0,1
85,0,14,0,1,0,0,0,0,0,4.154,0,4,0,1
44,0,9,0,1,1,0,0,0,0,4.192,1,2,0,1
54,0,7,0,0,0,0,0,0,0,4.017,0,3,0,1
54,0,9,0,2,1,0,0,0,0,4.121,0,2,0,1
29,0,7,0,1,1,0,0,0,0,3.857,0,0,0,1
38,0,8,0,0,1,0,0,0,0,4.116,0,1,0,1
20,0,6,0,1,0,0,0,0,0,3.546,0,0,0,1
27,0,6,0,1,0,0,0,0,0,3.574,0,0,0,1
22,3,5,0,0,1,0,0,0,0,3.936,0,1,0,1
63,0,9,0,1,1,0,0,0,0,4.133,0,2,0,1
73,0,10,0,1,0,0,0,0,0,4.079,0,3,0,1
81,24,8,0,1,0,0,0,0,0,4.808,0,3,0,1
216,72,17,0,0,0,0,0,0,0,4.664,1,3,0,1
83,7,12,0,1,1,0,0,0,0,5.095,1,4,0,1
30,0,6,0,1,1,0,0,0,0,3.765,0,0,0,1
25,0,6,0,1,1,0,0,0,0,3.943,0,0,0,1
38,3,7,0,0,1,0,0,0,0,4.061,0,2,0,1
68,0,13,0,1,0,0,0,0,0,4.569,0,2,0,1
71,10,9,0,1,0,0,0,0,0,4.651,0,2,0,1
23,1,5,0,0,1,0,0,0,0,3.725,0,1,0,1
37,0,8,0,1,0,0,0,0,0,3.818,0,2,0,1
28,0,6,0,1,1,0,0,0,0,3.78,0,0,0,1
43,0,8,0,1,1,0,0,0,0,4.127,0,0,0,1
36,0,7,0,0,1,0,0,0,0,4.041,0,2,0,1
50,0,8,0,3,0,0,0,0,0,4.229,0,0,0,1
44,0,7,0,2,0,0,0,0,0,4.056,0,0,0,1
128,21,19,0,3,1,0,0,0,0,4.803,1,2,0,1
58,0,10,0,1,0,0,0,0,0,4.339,0,3,0,1
66,0,10,0,1,1,0,0,0,0,4.102,0,2,0,1
241,48,23,0,4,0,0,0,0,0,5.25,1,3,0,1
44,0,7,0,1,0,0,0,0,0,4.135,0,2,0,1
18,0,5,0,0,1,0,0,0,0,3.572,0,0,0,1
39,0,8,0,0,0,0,0,0,0,4.131,1,1,0,1
46,1,9,0,1,1,0,0,0,0,3.969,0,2,0,1
51,0,9,0,1,1,0,0,0,0,4.123,1,3,0,1
25,0,6,0,1,0,0,0,0,0,4.023,0,0,0,1
37,0,10,0,1,1,0,0,0,0,4.26,0,0,0,1
52,0,9,0,1,0,0,0,0,0,4.087,0,3,0,1
26,0,6,0,1,1,0,0,0,0,3.767,0,0,0,1
25,0,6,0,1,1,0,0,0,0,3.753,0,0,0,1
34,0,8,0,0,1,0,0,0,0,4.091,0,2,0,1
56,0,11,0,0,1,0,0,0,0,4.239,0,4,0,1
32,0,7,0,0,0,0,0,0,0,3.976,0,1,0,1
26,0,7,0,1,1,0,0,0,0,3.719,0,0,0,1
77,23,7,0,0,0,0,0,0,0,4.672,0,3,0,1
57,10,9,0,1,0,0,0,0,0,4.569,0,2,0,1
59,3,11,0,3,0,0,0,0,0,4.314,0,1,0,1
102,23,12,0,0,0,0,0,0,0,4.654,0,7,0,1
39,3,8,0,0,0,0,0,0,0,3.926,0,3,0,1
35,0,8,0,1,1,0,0,0,0,4.022,0,1,0,1
28,0,6,0,1,0,0,0,0,0,3.941,0,0,0,1
30,3,5,0,1,0,0,0,0,0,3.99,0,0,0,1
101,0,18,0,1,0,0,0,0,0,4.292,0,2,0,1
30,0,6,0,2,0,0,0,0,0,4.257,0,0,0,1
44,6,10,0,3,1,0,0,0,0,4.172,0,0,0,1
39,0,6,0,0,1,0,0,0,0,4.118,0,1,0,1
90,5,12,0,1,0,0,0,0,0,4.32,0,1,0,1
34,0,7,0,0,0,0,0,0,0,3.9,0,2,0,1
36,7,9,0,1,0,0,0,0,0,4.361,0,2,0,1
37,0,7,0,1,1,0,0,0,0,4.013,0,2,0,1
39,0,7,0,1,0,0,0,0,0,3.955,0,2,0,1
42,0,8,0,3,1,0,0,0,0,4.026,0,0,0,1
48,0,10,0,1,0,0,0,0,0,4.217,0,2,0,1
75,0,19,0,0,0,0,0,0,0,4.497,0,4,0,1
25,0,6,0,1,1,0,0,0,0,3.643,0,0,0,1
50,0,8,0,1,0,0,0,0,0,4.241,0,2,0,1
92,3,15,0,1,0,0,0,0,0,4.508,0,6,0,1
31,1,5,0,1,0,0,0,0,0,4.002,0,0,0,1
25,0,4,0,0,0,0,0,0,0,3.703,0,0,0,1
41,0,9,0,2,0,0,0,0,0,4.248,0,0,0,1
22,0,6,0,1,0,0,0,0,0,3.538,0,0,0,1
76,20,10,0,1,0,0,0,0,0,4.991,0,1,0,1
40,0,6,0,0,0,0,0,0,0,3.984,0,2,0,1
51,3,7,0,1,1,0,0,0,0,4.432,1,1,0,1
60,0,12,0,1,1,0,0,0,0,4.298,0,3,0,1
33,0,6,0,1,0,0,0,0,0,3.98,0,0,0,1
131,23,13,0,0,1,0,0,0,0,5.338,0,2,0,1
68,0,12,0,0,0,0,0,0,0,4.206,0,6,0,1
51,11,8,0,1,0,0,0,0,0,4.37,0,2,0,1
45,3,9,0,1,0,0,0,0,0,4.375,0,3,0,1
67,0,11,0,1,1,0,0,0,0,4.163,0,3,0,1
24,0,6,0,1,1,0,0,0,0,3.855,0,0,0,1
92,17,13,0,1,0,0,0,0,0,4.515,0,7,0,1
34,0,6,0,1,0,0,0,0,0,4.08,0,0,0,1
54,5,10,0,1,0,0,0,0,0,4.389,0,4,0,1
40,0,5,0,1,0,0,0,0,0,4.165,0,0,0,1
70,1,13,0,1,0,0,0,0,0,4.359,0,2,0,1
18,1,5,0,0,0,0,0,0,0,3.642,0,1,0,1
126,21,18,0,3,0,0,0,0,0,4.733,1,2,0,1
24,0,7,0,2,0,0,0,0,0,3.424,0,0,0,1
54,13,7,0,1,1,0,0,0,0,4.535,0,2,0,1
66,0,12,0,1,1,0,0,0,0,4.102,0,3,0,1
29,0,6,0,1,1,0,0,0,0,3.762,0,0,0,1
22,3,6,0,1,1,0,0,0,0,3.538,0,0,0,1
78,7,12,0,0,0,0,0,0,0,4.587,0,3,0,1
98,0,15,0,0,0,0,0,0,0,4.452,1,5,0,1
44,7,9,0,1,0,0,0,0,0,4.4,0,3,0,1
124,24,19,0,4,1,0,0,0,0,4.851,1,2,0,1
45,0,10,0,1,1,0,0,0,0,4.217,0,2,0,1
48,3,9,0,3,1,0,0,0,0,4.247,0,1,0,1
28,0,5,0,0,0,0,0,0,0,3.896,0,1,0,1
63,0,9,0,1,0,0,0,0,0,4.274,0,2,0,1
58,0,9,0,1,1,0,0,0,0,4.366,0,2,0,1
51,15,10,0,1,1,0,0,0,0,4.446,0,0,0,1
23,0,6,0,1,0,0,0,0,0,3.534,0,0,0,1
23,4,6,0,1,0,0,0,0,0,3.523,0,0,0,1
58,0,10,0,1,0,0,0,0,0,4.196,0,2,0,1
54,8,7,0,1,1,0,0,0,0,4.595,0,2,0,1
392,15,90,1,2,0,0,0,0,0,4.645,1,2,0,1
78,7,15,0,0,0,0,0,0,0,4.327,0,3,0,1
57,2,11,0,1,1,0,0,0,0,4.455,0,1,0,1
46,6,10,0,3,1,0,0,0,0,4.352,0,0,0,1
43,0,9,0,3,1,0,0,0,0,4.016,0,1,0,1
51,10,10,0,2,1,0,0,0,0,4.54,0,1,0,1
53,3,9,0,0,0,0,0,0,0,4.237,0,4,0,1
57,2,9,0,3,0,0,0,0,0,4.269,1,1,0,1
30,0,6,0,1,1,0,0,0,0,3.857,0,0,0,1
46,2,9,0,0,0,0,0,0,0,4.311,0,4,0,1
192,106,37,0,1,1,0,0,0,0,4.564,0,2,0,1
18,0,5,0,0,1,0,0,0,0,3.419,0,0,0,1
33,0,5,0,0,1,1,0,0,0,4.127,0,0,0,1
22,0,6,0,1,1,0,0,0,0,3.664,0,0,0,1
28,0,6,0,1,1,0,0,0,0,3.798,0,0,0,1
28,0,5,0,1,0,0,0,0,0,3.821,0,0,0,1
77,0,9,0,2,1,0,0,0,0,4.138,0,2,0,1
64,2,11,0,1,1,0,0,0,0,4.453,0,5,0,1
58,0,8,0,1,0,0,0,0,0,4.091,0,1,0,1
47,1,12,0,1,1,0,0,0,0,4.073,0,1,0,1
17,0,5,0,0,1,0,0,0,0,3.572,0,0,0,1
68,7,12,0,1,0,0,0,0,0,4.604,0,1,0,1
21,0,6,0,1,1,0,0,0,0,3.463,0,0,0,1
172,43,21,0,0,0,0,0,0,0,5.445,1,2,0,1
19,0,5,0,1,0,0,0,0,0,3.616,0,0,0,1
50,0,8,0,1,0,0,0,0,0,4.424,1,1,0,1
58,0,11,0,3,1,0,0,0,0,4.131,1,1,0,1
78,9,10,0,3,1,0,0,0,0,4.558,0,0,0,1
61,0,12,0,1,0,0,0,0,0,4.387,0,2,0,1
28,0,6,0,1,1,0,0,0,0,3.825,0,0,0,1
21,0,4,0,0,0,0,0,0,0,3.69,0,0,0,1
44,0,6,0,1,0,0,0,0,0,4.019,0,1,0,1
46,0,6,0,1,0,0,0,0,0,4.034,0,0,0,1
32,2,6,0,1,0,0,0,0,0,3.941,0,0,0,1
34,0,7,0,1,0,0,0,0,0,4.077,0,0,0,1
187,38,24,0,0,0,0,0,0,0,5.456,1,4,0,1
66,6,12,0,1,0,0,0,0,0,4.46,0,5,0,1
70,2,13,0,1,0,0,0,0,0,4.499,0,2,0,1
25,2,7,0,1,0,0,0,0,0,3.734,0,1,0,1
54,8,7,0,1,1,0,0,0,0,4.773,0,2,0,1
42,0,8,0,1,0,0,0,0,0,4.092,0,0,0,1
62,0,11,0,1,0,0,0,0,0,4.198,0,1,0,1
77,22,7,0,0,0,0,0,0,0,4.737,0,3,0,1
74,6,11,0,2,0,0,0,0,0,4.583,1,2,0,1
128,22,19,0,3,1,0,0,0,0,4.72,1,2,0,1
123,28,18,0,4,1,0,0,0,0,4.935,1,2,0,1
43,0,8,0,1,0,0,0,0,0,4.059,0,2,0,1
29,0,6,0,1,1,0,0,0,0,3.857,0,0,0,1
91,6,16,0,1,0,0,0,0,0,4.361,0,3,0,1
25,0,6,0,1,1,0,0,0,0,3.734,0,0,0,1
103,0,16,0,1,0,0,0,0,0,4.17,0,2,0,1
24,0,5,0,0,1,0,5595,0,0,3.657,0,0,0,1
260,38,13,0,0,1,0,0,0,0,5.846,0,3,0,1
163,2,25,0,1,0,0,0,0,0,4.597,1,7,0,1
49,0,10,0,2,0,0,0,0,0,4.107,0,2,0,1
25,0,6,0,1,0,0,0,0,0,4.023,0,0,0,1
34,0,6,0,1,1,0,0,0,0,3.903,0,0,0,1
70,0,14,0,1,0,0,0,0,0,4.333,1,4,0,1
44,0,8,0,0,0,0,5754,0,0,3.934,0,3,0,1
76,0,14,0,1,0,0,0,0,0,4.322,0,2,0,1
21,0,6,0,1,1,0,0,0,0,3.654,0,0,0,1
65,0,10,0,1,0,0,6515,0,0,4.143,0,2,0,1
35,0,6,0,1,1,0,4590,0,0,4.129,0,0,0,1
53,2,12,0,3,1,0,0,0,0,4.485,0,3,0,1
77,14,8,0,1,1,0,0,0,0,4.508,0,3,0,1
25,0,6,0,1,1,0,7999,0,0,3.723,0,0,0,1
229,22,42,0,0,1,0,0,0,0,4.742,0,3,0,1
43,2,9,0,1,0,0,0,0,0,4.136,0,3,0,1
71,0,11,0,1,0,0,0,0,0,4.233,0,5,0,1
49,0,9,0,1,0,0,0,0,0,4.329,0,2,0,1
44,0,7,0,1,1,0,0,0,0,4.266,0,1,0,1
66,6,13,0,1,1,0,0,0,0,4.49,0,1,0,1
56,3,9,0,1,0,0,0,0,0,4.133,0,1,0,1
39,0,7,0,1,1,0,0,0,0,4.16,1,2,0,1
42,5,9,0,1,0,0,0,0,0,4.282,0,3,0,1
24,0,6,0,1,1,0,0,0,0,3.772,0,0,0,1
31,0,6,0,1,1,0,0,0,0,4.002,0,0,0,1
113,9,19,0,1,0,0,0,0,0,4.43,0,1,0,1
113,6,16,0,1,1,0,0,0,0,5.249,1,5,0,1
33,1,7,0,1,1,0,0,0,0,4.087,0,2,0,1
29,0,6,0,1,1,0,0,0,0,4.021,0,0,0,1
81,6,14,0,2,1,0,0,0,0,4.441,0,3,0,1
30,0,6,0,1,1,0,0,0,0,4.082,0,0,0,1
49,0,9,0,1,0,0,0,0,0,4.011,0,3,0,1
60,0,12,0,1,1,0,0,0,0,4.317,0,1,0,1
22,0,6,0,1,1,0,0,0,0,3.573,0,0,0,1
260,31,8,0,1,1,0,0,0,0,5.582,0,2,0,1
47,0,11,0,0,0,0,0,0,0,4.17,1,3,0,1
32,0,7,0,2,1,0,0,0,0,3.906,0,0,0,1
21,0,7,0,1,1,0,0,0,0,3.535,0,1,0,1
38,0,8,0,0,0,0,0,0,0,4.199,0,2,0,1
33,3,7,0,1,0,0,0,0,0,4.127,0,0,0,1
31,0,6,0,1,0,0,0,0,0,3.926,0,0,0,1
37,0,6,0,0,0,0,0,0,0,3.99,0,2,0,1
86,5,12,0,1,1,0,0,0,0,5.15,0,1,0,1
126,22,18,0,3,0,0,0,0,0,4.725,1,2,0,1
87,5,14,0,0,1,0,0,0,0,4.342,0,2,0,1
25,0,5,0,0,1,0,0,0,0,3.863,0,0,0,1
53,14,9,0,3,0,0,0,0,0,4.464,0,1,0,1
45,0,11,0,1,0,0,0,0,0,4.295,0,2,0,1
154,73,13,0,4,0,0,0,0,0,4.485,1,1,0,1
40,0,6,0,1,1,0,0,0,0,4.156,0,1,0,1
38,8,6,0,1,0,0,0,0,0,4.451,0,1,0,1
28,0,8,0,3,1,0,0,0,0,3.655,0,0,0,1
31,0,6,0,1,0,0,0,0,0,3.873,0,0,0,1
58,0,9,0,1,0,0,0,0,0,4.143,0,2,0,1
18,0,6,0,1,0,0,0,0,0,3.419,0,0,0,1
76,6,10,0,3,0,0,0,0,0,4.528,1,2,0,1
77,17,7,0,0,0,0,0,0,0,4.433,0,3,0,1
95,5,12,0,1,1,0,0,0,0,4.549,1,5,0,1
27,0,6,0,1,1,0,0,0,0,3.81,0,0,0,1
56,0,11,0,1,0,0,0,0,0,3.94,0,4,0,1
30,0,6,0,1,0,0,0,0,0,4.031,0,0,0,1
39,0,7,0,1,1,0,0,0,0,4.048,0,1,0,1
48,0,7,0,0,0,0,0,0,0,4.304,0,2,0,1
36,0,8,0,1,0,0,0,0,0,4.007,0,2,0,1
85,6,10,0,1,1,0,0,0,0,4.876,0,0,0,1
46,0,9,0,1,0,0,0,0,0,4.069,0,1,0,1
96,0,13,0,1,0,0,0,0,0,4.098,0,1,0,1
31,1,5,0,1,0,0,0,0,0,4.002,0,0,0,1
72,6,14,0,0,0,0,0,0,0,4.325,0,3,0,1
41,0,6,0,1,1,0,0,0,0,4.004,0,0,0,1
439,233,18,0,1,0,0,0,0,0,4.355,0,9,0,1
44,0,9,0,1,1,0,0,0,0,4.063,1,0,0,1
73,6,12,0,1,0,0,0,0,0,4.473,0,1,0,1
32,4,5,0,1,1,0,0,0,0,4.039,0,0,0,1
42,1,9,0,1,0,0,0,0,0,4.017,0,3,0,1
38,0,9,0,3,0,0,0,0,0,3.833,0,0,0,1
48,0,9,0,1,0,0,0,0,0,4.209,0,1,0,1
19,4,6,0,1,0,0,0,0,0,3.577,0,0,0,1
54,8,7,0,1,1,0,0,0,0,4.558,0,2,0,1
116,24,17,0,3,0,0,0,0,0,4.769,1,2,0,1
101,21,10,0,1,0,0,0,0,0,4.758,1,4,0,1
48,0,7,0,0,1,0,0,0,0,3.997,1,3,0,1
57,2,9,0,1,1,0,0,0,0,4.364,0,2,0,1
21,0,4,0,0,0,0,0,0,0,3.88,0,0,0,1
120,21,18,0,3,1,0,0,0,0,4.719,1,2,0,1
25,0,6,0,1,1,0,0,0,0,3.863,0,0,0,1
32,0,7,0,1,0,0,0,0,0,3.89,0,1,0,1
25,0,6,0,1,1,0,0,0,0,3.833,0,0,0,1
111,12,15,0,1,0,0,0,0,0,4.742,0,5,0,1
66,18,9,0,1,1,0,0,0,0,4.97,0,1,0,1
48,0,8,0,0,0,0,0,0,0,4.036,0,2,0,1
23,0,6,0,1,0,0,0,0,0,3.849,0,1,0,1
127,19,18,0,3,1,0,0,0,0,4.814,1,2,0,1
24,0,6,0,1,1,0,0,0,0,3.657,0,0,0,1
47,0,8,0,0,0,0,0,0,0,4.318,0,3,0,1
46,0,8,0,1,1,0,0,0,0,4.274,0,0,0,1
69,0,11,0,1,0,0,0,0,0,4.09,0,1,0,1
37,0,5,0,1,0,0,0,0,0,4.088,0,0,0,1
63,0,12,0,0,0,0,0,0,0,4.028,0,6,0,1
30,0,6,0,1,1,0,0,0,0,4.098,0,0,0,1
43,0,8,0,1,1,0,0,0,0,4.211,0,2,0,1
32,0,6,0,0,1,0,0,0,0,3.953,0,1,0,1
50,0,7,0,1,0,0,0,0,0,4.14,0,1,0,1
44,6,9,0,1,0,0,0,0,0,4.306,0,3,0,1
27,0,6,0,1,1,0,0,0,0,3.736,0,0,0,1
105,4,18,0,1,1,0,0,0,0,5.354,0,4,0,1
45,9,8,0,2,0,0,0,0,0,4.467,1,1,0,1
32,0,7,0,1,0,0,0,0,0,3.843,0,0,0,1
57,0,13,0,1,0,0,0,0,0,4.184,0,2,0,1
21,0,6,0,1,1,0,0,0,0,3.749,0,0,0,1
155,29,18,0,0,1,0,0,0,0,4.734,1,7,0,1
21,10,7,1,2,0,0,0,0,0,3.523,0,0,0,1
47,3,7,0,1,0,0,0,0,0,4.152,0,1,0,1
36,1,8,0,1,0,0,0,0,0,3.938,0,2,0,1
65,0,10,0,1,0,0,0,0,0,4.258,0,1,0,1
23,0,5,0,1,0,0,0,0,0,4.002,0,0,0,1
46,2,8,0,1,1,0,0,0,0,4.249,1,0,0,1
31,0,6,0,1,1,0,0,0,0,3.696,0,0,0,1
54,13,6,0,1,0,0,0,0,0,4.523,0,1,0,1
30,0,6,0,1,1,0,0,0,0,4.006,0,0,0,1
63,0,12,0,1,0,0,0,0,0,4.148,0,4,0,1
65,0,11,0,1,0,0,0,0,0,4.148,0,1,0,1
65,6,7,0,1,0,0,0,0,0,4.441,1,1,0,1
136,25,16,0,0,0,0,0,0,0,4.774,0,2,0,1
45,0,7,0,1,0,0,0,0,0,4.16,0,0,0,1
48,0,8,0,2,0,0,0,0,0,4.009,0,1,0,1
29,0,6,0,1,1,0,0,0,0,3.667,0,0,0,1
44,0,8,0,0,0,0,0,0,0,4.229,0,3,0,1
48,6,8,0,1,1,0,0,0,0,4.042,0,2,0,1
24,0,6,0,1,1,0,0,0,0,3.855,0,0,0,1
22,0,5,0,1,0,0,0,0,0,3.516,0,0,0,1
41,0,8,0,1,1,0,0,0,0,4.278,0,2,0,1
73,18,9,0,1,0,0,0,0,0,4.962,0,1,0,1
69,5,8,0,3,0,0,0,0,0,4.498,0,0,0,1
29,2,6,0,1,0,0,0,0,0,3.992,0,0,0,1
57,0,9,0,1,0,0,0,0,0,4.184,0,3,0,1
46,4,10,0,1,0,0,0,0,0,4.632,0,1,0,1
124,16,19,0,4,1,0,0,0,0,4.782,1,2,0,1
30,0,7,0,1,1,0,0,0,0,3.99,0,0,0,1
66,0,11,0,1,0,0,0,0,0,4.546,0,2,0,1
69,0,13,0,0,0,0,0,0,0,4.269,0,5,0,1
98,0,13,0,0,0,0,0,0,0,4.403,0,2,0,1
63,0,9,0,1,1,0,0,0,0,4.14,0,1,0,1
37,0,7,0,1,0,0,0,0,0,4.003,0,1,0,1
28,0,6,0,0,0,0,0,0,0,4.138,0,2,0,1
61,0,11,0,3,0,0,0,0,0,4.189,1,1,0,1
51,0,10,0,1,0,0,0,0,0,4.108,0,1,0,1
31,4,6,0,1,1,0,0,0,0,4.091,0,0,0,1
21,0,6,0,1,1,0,0,0,0,3.427,0,0,0,1
101,0,14,0,1,0,0,0,0,0,4.219,0,1,0,1
26,0,7,0,1,1,0,0,0,0,3.719,0,0,0,1
77,25,8,0,1,1,0,0,0,0,4.703,0,2,0,1
28,0,6,0,1,1,0,0,0,0,4.111,0,0,0,1
69,5,9,0,3,0,0,0,0,0,4.718,0,2,0,1
